trip_id,driver_id,rider_id,city,distance_km,fare_amount,status,payment_method,pickup_time,pickup_date,pickup_hour,pickup_day,time_of_day,trip_duration_mins,fare_per_km,day_type,fare_tier
20045,3555,88025,Chicago,8.26,14.11,Completed,UPI,2023-01-14 22:04:00,2023-01-14,22,Saturday,Night (21-24),24.78,1.7082,Weekend,Standard
20046,5336,31433,Los Angeles,5.83,9.19,Completed,Wallet,2023-01-14 22:05:00,2023-01-14,22,Saturday,Night (21-24),17.48,1.5763,Weekend,Budget
20047,3482,19883,San Francisco,8.77,15.89,Completed,Wallet,2023-01-14 22:06:00,2023-01-14,22,Saturday,Night (21-24),26.32,1.8119,Weekend,Standard
20048,4099,80750,Los Angeles,10.64,19.35,Cancelled,Card,2023-01-14 22:07:00,2023-01-14,22,Saturday,Night (21-24),31.92,1.8186,Weekend,Premium
20049,6786,31174,Los Angeles,12.21,20.78,No-Show,Card,2023-01-14 22:08:00,2023-01-14,22,Saturday,Night (21-24),36.63,1.7019,Weekend,Premium
20050,7732,92745,San Francisco,7.53,15.38,Completed,Card,2023-01-14 22:09:00,2023-01-14,22,Saturday,Night (21-24),22.58,2.0425,Weekend,Standard
20051,8985,72631,Los Angeles,6.6,17.74,Completed,UPI,2023-01-14 22:10:00,2023-01-14,22,Saturday,Night (21-24),19.8,2.6879,Weekend,Standard
20052,7054,31492,New York,8.03,22.44,Completed,Cash,2023-01-14 22:11:00,2023-01-14,22,Saturday,Night (21-24),24.08,2.7945,Weekend,Premium
20053,1568,38345,Seattle,8.19,13.92,Completed,Wallet,2023-01-14 22:12:00,2023-01-14,22,Saturday,Night (21-24),24.57,1.6996,Weekend,Standard
20054,2654,75351,Chicago,4.45,15.0,Completed,Card,2023-01-14 22:13:00,2023-01-14,22,Saturday,Night (21-24),13.35,3.3708,Weekend,Standard
20055,8132,87820,New York,10.26,27.17,Completed,Wallet,2023-01-14 22:14:00,2023-01-14,22,Saturday,Night (21-24),30.78,2.6481,Weekend,Premium
20056,4733,26813,New York,5.71,11.51,Completed,UPI,2023-01-14 22:15:00,2023-01-14,22,Saturday,Night (21-24),17.13,2.0158,Weekend,Budget
20057,4229,46681,Chicago,10.57,15.06,Cancelled,Wallet,2023-01-14 22:16:00,2023-01-14,22,Saturday,Night (21-24),31.72,1.4248,Weekend,Standard
20058,7811,32188,Seattle,12.48,23.96,Completed,Card,2023-01-14 22:17:00,2023-01-14,22,Saturday,Night (21-24),37.43,1.9199,Weekend,Premium
20059,9342,46489,New York,11.94,31.16,Completed,Card,2023-01-14 22:18:00,2023-01-14,22,Saturday,Night (21-24),35.82,2.6097,Weekend,Premium
20060,2795,44149,Los Angeles,10.06,15.69,Completed,Card,2023-01-14 22:19:00,2023-01-14,22,Saturday,Night (21-24),30.18,1.5596,Weekend,Standard
20061,7539,24127,Boston,2.37,8.45,Completed,Card,2023-01-14 22:20:00,2023-01-14,22,Saturday,Night (21-24),7.12,3.5654,Weekend,Budget
20062,9540,11755,Boston,5.15,12.82,Completed,UPI,2023-01-14 22:21:00,2023-01-14,22,Saturday,Night (21-24),15.45,2.4893,Weekend,Budget
20063,7214,89985,New York,8.69,21.57,Completed,Wallet,2023-01-14 22:22:00,2023-01-14,22,Saturday,Night (21-24),26.07,2.4822,Weekend,Premium
20064,9588,73479,Boston,2.69,5.52,Completed,Wallet,2023-01-14 22:23:00,2023-01-14,22,Saturday,Night (21-24),8.07,2.052,Weekend,Budget
20065,7145,30984,Seattle,8.44,20.66,Completed,Cash,2023-01-14 22:24:00,2023-01-14,22,Saturday,Night (21-24),25.32,2.4479,Weekend,Premium
20066,3609,78447,New York,5.7,17.81,No-Show,UPI,2023-01-14 22:25:00,2023-01-14,22,Saturday,Night (21-24),17.1,3.1246,Weekend,Standard
20067,9337,48661,Chicago,6.53,14.28,Completed,UPI,2023-01-14 22:26:00,2023-01-14,22,Saturday,Night (21-24),19.58,2.1868,Weekend,Standard
20068,3226,74541,Seattle,12.96,27.46,Completed,UPI,2023-01-14 22:27:00,2023-01-14,22,Saturday,Night (21-24),38.88,2.1188,Weekend,Premium
20069,9455,80018,Seattle,5.17,9.58,Completed,Wallet,2023-01-14 22:28:00,2023-01-14,22,Saturday,Night (21-24),15.52,1.853,Weekend,Budget
20070,6930,93872,San Francisco,5.35,10.23,Completed,Wallet,2023-01-14 22:29:00,2023-01-14,22,Saturday,Night (21-24),16.05,1.9121,Weekend,Budget
20071,7842,69445,New York,8.14,15.58,Completed,Wallet,2023-01-14 22:30:00,2023-01-14,22,Saturday,Night (21-24),24.42,1.914,Weekend,Standard
20072,4080,12030,San Francisco,9.02,18.03,Cancelled,UPI,2023-01-14 22:31:00,2023-01-14,22,Saturday,Night (21-24),27.07,1.9989,Weekend,Standard
20073,1987,92898,Los Angeles,8.79,15.04,Completed,Wallet,2023-01-14 22:32:00,2023-01-14,22,Saturday,Night (21-24),26.37,1.711,Weekend,Standard
20074,2360,92681,Chicago,7.36,21.54,Completed,Card,2023-01-14 22:33:00,2023-01-14,22,Saturday,Night (21-24),22.08,2.9266,Weekend,Premium
20075,8050,65305,Boston,4.87,14.27,Completed,UPI,2023-01-14 22:34:00,2023-01-14,22,Saturday,Night (21-24),14.62,2.9302,Weekend,Standard
20076,8546,48674,Seattle,0.55,2.89,Completed,Wallet,2023-01-14 22:35:00,2023-01-14,22,Saturday,Night (21-24),1.65,5.2545,Weekend,Budget
20077,2726,59286,New York,10.47,15.93,Completed,Cash,2023-01-14 22:36:00,2023-01-14,22,Saturday,Night (21-24),31.42,1.5215,Weekend,Standard
20078,1907,78156,New York,6.24,10.8,Completed,Cash,2023-01-14 22:37:00,2023-01-14,22,Saturday,Night (21-24),18.72,1.7308,Weekend,Budget
20079,3824,45341,Los Angeles,4.39,11.19,Completed,Wallet,2023-01-14 22:38:00,2023-01-14,22,Saturday,Night (21-24),13.17,2.549,Weekend,Budget
20080,9025,89253,Chicago,2.95,10.6,Completed,Card,2023-01-14 22:39:00,2023-01-14,22,Saturday,Night (21-24),8.85,3.5932,Weekend,Budget
20081,9390,94268,San Francisco,6.31,13.89,Completed,Cash,2023-01-14 22:40:00,2023-01-14,22,Saturday,Night (21-24),18.93,2.2013,Weekend,Standard
20082,3455,99875,Chicago,5.47,14.97,Completed,UPI,2023-01-14 22:41:00,2023-01-14,22,Saturday,Night (21-24),16.42,2.7367,Weekend,Standard
20083,6208,64297,Los Angeles,6.31,12.8,Completed,Wallet,2023-01-14 22:42:00,2023-01-14,22,Saturday,Night (21-24),18.93,2.0285,Weekend,Budget
20084,8774,64714,San Francisco,7.43,16.5,Cancelled,UPI,2023-01-14 22:43:00,2023-01-14,22,Saturday,Night (21-24),22.28,2.2207,Weekend,Standard
20085,4365,64262,San Francisco,11.52,18.54,Completed,Card,2023-01-14 22:44:00,2023-01-14,22,Saturday,Night (21-24),34.57,1.6094,Weekend,Premium
20086,6279,90934,New York,8.68,16.49,Completed,Card,2023-01-14 22:45:00,2023-01-14,22,Saturday,Night (21-24),26.03,1.8998,Weekend,Standard
20087,6951,33527,New York,9.53,20.43,Completed,Wallet,2023-01-14 22:46:00,2023-01-14,22,Saturday,Night (21-24),28.58,2.1438,Weekend,Premium
20088,7697,33759,Chicago,10.24,19.8,No-Show,Cash,2023-01-14 22:47:00,2023-01-14,22,Saturday,Night (21-24),30.72,1.9336,Weekend,Premium
20089,9769,36264,San Francisco,4.74,13.63,Completed,Card,2023-01-14 22:48:00,2023-01-14,22,Saturday,Night (21-24),14.22,2.8755,Weekend,Standard
20090,7676,63875,New York,6.94,15.19,Completed,Cash,2023-01-14 22:49:00,2023-01-14,22,Saturday,Night (21-24),20.82,2.1888,Weekend,Standard
20091,2020,49112,San Francisco,2.06,5.63,Completed,UPI,2023-01-14 22:50:00,2023-01-14,22,Saturday,Night (21-24),6.18,2.733,Weekend,Budget
20092,4844,86980,San Francisco,9.16,20.69,Completed,Cash,2023-01-14 22:51:00,2023-01-14,22,Saturday,Night (21-24),27.48,2.2587,Weekend,Premium
20093,4573,23485,Boston,9.56,16.12,Completed,Card,2023-01-14 22:52:00,2023-01-14,22,Saturday,Night (21-24),28.68,1.6862,Weekend,Standard
20094,6442,74355,New York,8.59,18.71,Completed,Cash,2023-01-14 22:53:00,2023-01-14,22,Saturday,Night (21-24),25.77,2.1781,Weekend,Premium
20095,8914,21582,New York,8.38,23.19,Completed,Wallet,2023-01-14 22:54:00,2023-01-14,22,Saturday,Night (21-24),25.13,2.7673,Weekend,Premium
20096,7058,27522,New York,10.98,29.67,Completed,Card,2023-01-14 22:55:00,2023-01-14,22,Saturday,Night (21-24),32.93,2.7022,Weekend,Premium
20097,8951,32830,Seattle,0.59,2.8,Completed,Cash,2023-01-14 22:56:00,2023-01-14,22,Saturday,Night (21-24),1.77,4.7458,Weekend,Budget
20098,9802,59293,Boston,7.71,15.99,Completed,Wallet,2023-01-14 22:57:00,2023-01-14,22,Saturday,Night (21-24),23.13,2.0739,Weekend,Standard
20099,9520,47391,Los Angeles,3.93,12.13,Completed,Cash,2023-01-14 22:58:00,2023-01-14,22,Saturday,Night (21-24),11.78,3.0865,Weekend,Budget
20100,1546,15267,Boston,5.84,17.99,Completed,UPI,2023-01-14 22:59:00,2023-01-14,22,Saturday,Night (21-24),17.52,3.0805,Weekend,Standard
20101,9530,27908,Seattle,0.93,6.02,Completed,Card,2023-01-14 23:00:00,2023-01-14,23,Saturday,Night (21-24),2.78,6.4731,Weekend,Budget
20102,4181,89234,Los Angeles,4.69,11.13,No-Show,Wallet,2023-01-14 23:01:00,2023-01-14,23,Saturday,Night (21-24),14.07,2.3731,Weekend,Budget
20103,9998,32277,Chicago,5.13,10.2,Cancelled,Cash,2023-01-14 23:02:00,2023-01-14,23,Saturday,Night (21-24),15.38,1.9883,Weekend,Budget
20104,4987,35628,New York,8.64,22.63,Completed,Wallet,2023-01-14 23:03:00,2023-01-14,23,Saturday,Night (21-24),25.92,2.6192,Weekend,Premium
20105,4333,16403,Los Angeles,4.78,11.94,Completed,Cash,2023-01-14 23:04:00,2023-01-14,23,Saturday,Night (21-24),14.33,2.4979,Weekend,Budget
20106,3740,23248,San Francisco,9.16,18.57,Completed,Cash,2023-01-14 23:05:00,2023-01-14,23,Saturday,Night (21-24),27.48,2.0273,Weekend,Premium
20107,5901,77591,Seattle,7.55,22.79,Completed,Wallet,2023-01-14 23:06:00,2023-01-14,23,Saturday,Night (21-24),22.65,3.0185,Weekend,Premium
20108,6708,78911,Los Angeles,4.03,14.11,Completed,Card,2023-01-14 23:07:00,2023-01-14,23,Saturday,Night (21-24),12.08,3.5012,Weekend,Standard
20109,3082,90126,Seattle,4.8,11.31,Cancelled,Card,2023-01-14 23:08:00,2023-01-14,23,Saturday,Night (21-24),14.4,2.3562,Weekend,Budget
20110,5652,33567,Los Angeles,10.39,16.98,Completed,UPI,2023-01-14 23:09:00,2023-01-14,23,Saturday,Night (21-24),31.17,1.6343,Weekend,Standard
20111,5586,46142,San Francisco,9.49,20.3,Completed,Wallet,2023-01-14 23:10:00,2023-01-14,23,Saturday,Night (21-24),28.47,2.1391,Weekend,Premium
20112,1260,87598,Chicago,7.11,14.75,Completed,Cash,2023-01-14 23:11:00,2023-01-14,23,Saturday,Night (21-24),21.33,2.0745,Weekend,Standard
20113,4796,16239,Seattle,9.82,22.63,Completed,Wallet,2023-01-14 23:12:00,2023-01-14,23,Saturday,Night (21-24),29.47,2.3045,Weekend,Premium
20114,6982,22409,New York,9.47,16.0,Completed,Cash,2023-01-14 23:13:00,2023-01-14,23,Saturday,Night (21-24),28.42,1.6895,Weekend,Standard
20115,1500,96241,Boston,11.23,18.47,Completed,Wallet,2023-01-14 23:14:00,2023-01-14,23,Saturday,Night (21-24),33.68,1.6447,Weekend,Premium
20116,2015,87852,Seattle,1.72,5.59,No-Show,UPI,2023-01-14 23:15:00,2023-01-14,23,Saturday,Night (21-24),5.17,3.25,Weekend,Budget
20117,9105,33670,Seattle,10.15,29.58,Completed,Card,2023-01-14 23:16:00,2023-01-14,23,Saturday,Night (21-24),30.45,2.9143,Weekend,Premium
20118,8664,64576,Seattle,7.5,21.3,Completed,Wallet,2023-01-14 23:17:00,2023-01-14,23,Saturday,Night (21-24),22.5,2.84,Weekend,Premium
20119,4963,91083,Seattle,8.32,14.39,Completed,Wallet,2023-01-14 23:18:00,2023-01-14,23,Saturday,Night (21-24),24.97,1.7296,Weekend,Standard
20120,6318,35650,Chicago,6.07,14.27,Completed,UPI,2023-01-14 23:19:00,2023-01-14,23,Saturday,Night (21-24),18.22,2.3509,Weekend,Standard
20121,3706,44312,Boston,5.71,15.23,Completed,Card,2023-01-14 23:20:00,2023-01-14,23,Saturday,Night (21-24),17.13,2.6673,Weekend,Standard
20122,7135,66685,Boston,4.01,9.98,Completed,Wallet,2023-01-14 23:21:00,2023-01-14,23,Saturday,Night (21-24),12.03,2.4888,Weekend,Budget
20123,6781,81863,Chicago,10.93,25.23,Completed,Cash,2023-01-14 23:22:00,2023-01-14,23,Saturday,Night (21-24),32.78,2.3083,Weekend,Premium
20124,3099,99280,Los Angeles,3.05,6.71,Completed,Card,2023-01-14 23:23:00,2023-01-14,23,Saturday,Night (21-24),9.15,2.2,Weekend,Budget
20125,7386,62307,Chicago,8.96,17.6,No-Show,Wallet,2023-01-14 23:24:00,2023-01-14,23,Saturday,Night (21-24),26.88,1.9643,Weekend,Standard
20126,6338,71346,Boston,4.45,14.2,Completed,Wallet,2023-01-14 23:25:00,2023-01-14,23,Saturday,Night (21-24),13.35,3.191,Weekend,Standard
20127,3565,47848,Chicago,8.57,19.19,Completed,UPI,2023-01-14 23:26:00,2023-01-14,23,Saturday,Night (21-24),25.72,2.2392,Weekend,Premium
20128,9300,71102,San Francisco,4.48,13.81,Completed,Cash,2023-01-14 23:27:00,2023-01-14,23,Saturday,Night (21-24),13.43,3.0826,Weekend,Standard
20129,6016,11526,Seattle,6.98,16.42,No-Show,Wallet,2023-01-14 23:28:00,2023-01-14,23,Saturday,Night (21-24),20.93,2.3524,Weekend,Standard
20130,9257,84530,Los Angeles,4.76,10.54,Completed,Cash,2023-01-14 23:29:00,2023-01-14,23,Saturday,Night (21-24),14.28,2.2143,Weekend,Budget
20131,4081,43853,Los Angeles,8.82,17.55,Completed,Wallet,2023-01-14 23:30:00,2023-01-14,23,Saturday,Night (21-24),26.47,1.9898,Weekend,Standard
20132,5297,92062,Boston,10.59,21.82,Cancelled,Wallet,2023-01-14 23:31:00,2023-01-14,23,Saturday,Night (21-24),31.77,2.0604,Weekend,Premium
20133,6913,52345,Seattle,5.19,12.19,Completed,Cash,2023-01-14 23:32:00,2023-01-14,23,Saturday,Night (21-24),15.57,2.3487,Weekend,Budget
20134,3948,22410,Seattle,9.01,24.9,Completed,Card,2023-01-14 23:33:00,2023-01-14,23,Saturday,Night (21-24),27.03,2.7636,Weekend,Premium
20135,9405,85249,Los Angeles,6.65,13.62,Completed,Card,2023-01-14 23:34:00,2023-01-14,23,Saturday,Night (21-24),19.95,2.0481,Weekend,Standard
20136,7211,15234,Seattle,9.0,17.91,Completed,UPI,2023-01-14 23:35:00,2023-01-14,23,Saturday,Night (21-24),27.0,1.99,Weekend,Standard
20137,2040,61060,Boston,6.64,17.33,Completed,Card,2023-01-14 23:36:00,2023-01-14,23,Saturday,Night (21-24),19.92,2.6099,Weekend,Standard
20138,8988,64628,Seattle,13.73,24.62,Completed,Card,2023-01-14 23:37:00,2023-01-14,23,Saturday,Night (21-24),41.18,1.7932,Weekend,Premium
20139,8473,95495,San Francisco,7.75,16.76,Cancelled,Cash,2023-01-14 23:38:00,2023-01-14,23,Saturday,Night (21-24),23.25,2.1626,Weekend,Standard
20140,8559,98655,Boston,2.81,6.25,Completed,Wallet,2023-01-14 23:39:00,2023-01-14,23,Saturday,Night (21-24),8.43,2.2242,Weekend,Budget
20141,1987,73379,San Francisco,6.11,11.98,Completed,UPI,2023-01-14 23:40:00,2023-01-14,23,Saturday,Night (21-24),18.33,1.9607,Weekend,Budget
20142,4195,76289,Seattle,9.09,17.67,Completed,Wallet,2023-01-14 23:41:00,2023-01-14,23,Saturday,Night (21-24),27.27,1.9439,Weekend,Standard
20143,6099,34158,San Francisco,7.34,16.87,Completed,Wallet,2023-01-14 23:42:00,2023-01-14,23,Saturday,Night (21-24),22.02,2.2984,Weekend,Standard
20144,1503,69385,Los Angeles,6.09,15.64,No-Show,Cash,2023-01-14 23:43:00,2023-01-14,23,Saturday,Night (21-24),18.27,2.5681,Weekend,Standard
20145,6344,41884,Los Angeles,5.08,11.53,Completed,Card,2023-01-14 23:44:00,2023-01-14,23,Saturday,Night (21-24),15.23,2.2697,Weekend,Budget
20146,9947,69851,Boston,6.16,9.58,Completed,UPI,2023-01-14 23:45:00,2023-01-14,23,Saturday,Night (21-24),18.48,1.5552,Weekend,Budget
20147,9148,44362,Boston,12.22,26.48,Completed,UPI,2023-01-14 23:46:00,2023-01-14,23,Saturday,Night (21-24),36.67,2.1669,Weekend,Premium
20148,7010,13920,Los Angeles,9.45,27.28,Completed,UPI,2023-01-14 23:47:00,2023-01-14,23,Saturday,Night (21-24),28.35,2.8868,Weekend,Premium
20149,2381,78782,Boston,11.65,19.85,Completed,Wallet,2023-01-14 23:48:00,2023-01-14,23,Saturday,Night (21-24),34.95,1.7039,Weekend,Premium
20150,6602,27979,Chicago,8.62,23.71,Completed,UPI,2023-01-14 23:49:00,2023-01-14,23,Saturday,Night (21-24),25.87,2.7506,Weekend,Premium
20151,8012,78776,Boston,7.38,19.9,Completed,Wallet,2023-01-14 23:50:00,2023-01-14,23,Saturday,Night (21-24),22.13,2.6965,Weekend,Premium
20152,4726,99335,Chicago,9.86,13.49,Completed,Card,2023-01-14 23:51:00,2023-01-14,23,Saturday,Night (21-24),29.58,1.3682,Weekend,Standard
20153,2887,45147,Boston,7.65,11.75,Completed,UPI,2023-01-14 23:52:00,2023-01-14,23,Saturday,Night (21-24),22.95,1.5359,Weekend,Budget
20154,4809,12935,Chicago,5.43,13.37,Cancelled,Card,2023-01-14 23:53:00,2023-01-14,23,Saturday,Night (21-24),16.28,2.4622,Weekend,Standard
20155,3131,39731,San Francisco,13.59,26.9,Completed,Wallet,2023-01-14 23:54:00,2023-01-14,23,Saturday,Night (21-24),40.77,1.9794,Weekend,Premium
20156,3424,50268,New York,6.93,10.45,Completed,Card,2023-01-14 23:55:00,2023-01-14,23,Saturday,Night (21-24),20.78,1.5079,Weekend,Budget
20157,6439,10098,Boston,2.65,5.79,Completed,UPI,2023-01-14 23:56:00,2023-01-14,23,Saturday,Night (21-24),7.95,2.1849,Weekend,Budget
20158,6474,25428,Seattle,8.59,15.23,Completed,UPI,2023-01-14 23:57:00,2023-01-14,23,Saturday,Night (21-24),25.77,1.773,Weekend,Standard
20159,2317,71580,Boston,11.27,18.28,Completed,Cash,2023-01-14 23:58:00,2023-01-14,23,Saturday,Night (21-24),33.82,1.622,Weekend,Premium
20160,7647,36311,San Francisco,8.22,17.42,Completed,Cash,2023-01-14 23:59:00,2023-01-14,23,Saturday,Night (21-24),24.67,2.1192,Weekend,Standard
20161,4216,17158,Los Angeles,8.92,18.08,Completed,Card,2023-01-15 00:00:00,2023-01-15,0,Sunday,Night (0-6),26.77,2.0269,Weekend,Standard
20162,1016,65303,Los Angeles,13.05,27.01,Completed,UPI,2023-01-15 00:01:00,2023-01-15,0,Sunday,Night (0-6),39.15,2.0697,Weekend,Premium
20163,5670,74926,Los Angeles,10.11,20.61,Completed,UPI,2023-01-15 00:02:00,2023-01-15,0,Sunday,Night (0-6),30.33,2.0386,Weekend,Premium
20164,3623,48288,San Francisco,5.5,11.37,Completed,Card,2023-01-15 00:03:00,2023-01-15,0,Sunday,Night (0-6),16.5,2.0673,Weekend,Budget
20165,1129,62044,Seattle,5.61,14.78,Completed,Cash,2023-01-15 00:04:00,2023-01-15,0,Sunday,Night (0-6),16.83,2.6346,Weekend,Standard
20166,2473,32412,New York,3.81,8.28,Completed,UPI,2023-01-15 00:05:00,2023-01-15,0,Sunday,Night (0-6),11.43,2.1732,Weekend,Budget
20167,5311,75384,Los Angeles,2.46,5.61,Completed,Cash,2023-01-15 00:06:00,2023-01-15,0,Sunday,Night (0-6),7.38,2.2805,Weekend,Budget
20168,3895,45949,Los Angeles,6.37,13.6,Completed,Cash,2023-01-15 00:07:00,2023-01-15,0,Sunday,Night (0-6),19.12,2.135,Weekend,Standard
20169,3736,68937,Boston,12.0,26.78,Cancelled,UPI,2023-01-15 00:08:00,2023-01-15,0,Sunday,Night (0-6),36.0,2.2317,Weekend,Premium
20170,6098,19047,San Francisco,3.91,7.82,Completed,UPI,2023-01-15 00:09:00,2023-01-15,0,Sunday,Night (0-6),11.73,2.0,Weekend,Budget
20171,2946,94381,San Francisco,9.41,23.67,Completed,UPI,2023-01-15 00:10:00,2023-01-15,0,Sunday,Night (0-6),28.23,2.5154,Weekend,Premium
20172,6559,31388,Chicago,10.1,22.06,Completed,Cash,2023-01-15 00:11:00,2023-01-15,0,Sunday,Night (0-6),30.3,2.1842,Weekend,Premium
20173,9808,94999,Boston,4.16,10.64,No-Show,Cash,2023-01-15 00:12:00,2023-01-15,0,Sunday,Night (0-6),12.48,2.5577,Weekend,Budget
20174,1300,37588,Chicago,4.96,9.71,Completed,UPI,2023-01-15 00:13:00,2023-01-15,0,Sunday,Night (0-6),14.88,1.9577,Weekend,Budget
20175,5501,62799,Chicago,9.61,23.96,Completed,Cash,2023-01-15 00:14:00,2023-01-15,0,Sunday,Night (0-6),28.83,2.4932,Weekend,Premium
20176,9352,48707,New York,8.0,19.47,Completed,Card,2023-01-15 00:15:00,2023-01-15,0,Sunday,Night (0-6),24.0,2.4338,Weekend,Premium
20177,6914,13973,Los Angeles,7.18,21.15,Completed,Cash,2023-01-15 00:16:00,2023-01-15,0,Sunday,Night (0-6),21.53,2.9457,Weekend,Premium
20178,6671,11973,San Francisco,0.08,2.95,Completed,Wallet,2023-01-15 00:17:00,2023-01-15,0,Sunday,Night (0-6),0.23,36.875,Weekend,Budget
20179,9217,36333,Chicago,1.88,7.44,Completed,UPI,2023-01-15 00:18:00,2023-01-15,0,Sunday,Night (0-6),5.63,3.9574,Weekend,Budget
20180,1082,87902,Seattle,9.6,24.27,Completed,Card,2023-01-15 00:19:00,2023-01-15,0,Sunday,Night (0-6),28.8,2.5281,Weekend,Premium
20181,9364,42292,Boston,3.59,11.01,Completed,UPI,2023-01-15 00:20:00,2023-01-15,0,Sunday,Night (0-6),10.77,3.0669,Weekend,Budget
20182,1998,36551,San Francisco,6.17,18.67,No-Show,Cash,2023-01-15 00:21:00,2023-01-15,0,Sunday,Night (0-6),18.52,3.0259,Weekend,Premium
20183,6804,27083,Los Angeles,9.72,19.03,Completed,Cash,2023-01-15 00:22:00,2023-01-15,0,Sunday,Night (0-6),29.17,1.9578,Weekend,Premium
20184,7937,96110,San Francisco,6.47,17.74,Completed,UPI,2023-01-15 00:23:00,2023-01-15,0,Sunday,Night (0-6),19.42,2.7419,Weekend,Standard
20185,4141,60802,New York,9.11,24.36,Completed,Card,2023-01-15 00:24:00,2023-01-15,0,Sunday,Night (0-6),27.33,2.674,Weekend,Premium
20186,3882,24788,Los Angeles,8.49,18.74,Completed,UPI,2023-01-15 00:25:00,2023-01-15,0,Sunday,Night (0-6),25.47,2.2073,Weekend,Premium
20187,8362,17852,Los Angeles,6.52,17.83,Completed,Cash,2023-01-15 00:26:00,2023-01-15,0,Sunday,Night (0-6),19.57,2.7347,Weekend,Standard
20188,4084,82313,San Francisco,5.38,10.45,Completed,UPI,2023-01-15 00:27:00,2023-01-15,0,Sunday,Night (0-6),16.13,1.9424,Weekend,Budget
20189,3045,66633,Seattle,5.33,15.68,Cancelled,UPI,2023-01-15 00:28:00,2023-01-15,0,Sunday,Night (0-6),15.98,2.9418,Weekend,Standard
20190,9952,51181,Boston,5.36,16.27,Completed,Card,2023-01-15 00:29:00,2023-01-15,0,Sunday,Night (0-6),16.08,3.0354,Weekend,Standard
20191,1204,23058,Chicago,12.41,17.33,Completed,Cash,2023-01-15 00:30:00,2023-01-15,0,Sunday,Night (0-6),37.23,1.3965,Weekend,Standard
20192,6284,49498,Seattle,9.89,15.2,Completed,Cash,2023-01-15 00:31:00,2023-01-15,0,Sunday,Night (0-6),29.67,1.5369,Weekend,Standard
20193,2552,47597,Chicago,6.31,16.34,Cancelled,Wallet,2023-01-15 00:32:00,2023-01-15,0,Sunday,Night (0-6),18.93,2.5895,Weekend,Standard
20194,8816,98493,Seattle,5.32,13.74,Completed,Card,2023-01-15 00:33:00,2023-01-15,0,Sunday,Night (0-6),15.97,2.5827,Weekend,Standard
20195,1824,29689,Chicago,11.43,21.08,Completed,Wallet,2023-01-15 00:34:00,2023-01-15,0,Sunday,Night (0-6),34.28,1.8443,Weekend,Premium
20196,4748,10120,San Francisco,5.75,16.05,Completed,Card,2023-01-15 00:35:00,2023-01-15,0,Sunday,Night (0-6),17.25,2.7913,Weekend,Standard
20197,6578,99648,Boston,7.22,15.29,Completed,Card,2023-01-15 00:36:00,2023-01-15,0,Sunday,Night (0-6),21.67,2.1177,Weekend,Standard
20198,6912,39729,San Francisco,8.33,19.0,Completed,Wallet,2023-01-15 00:37:00,2023-01-15,0,Sunday,Night (0-6),24.98,2.2809,Weekend,Premium
20199,8390,26025,Seattle,2.03,7.02,Completed,UPI,2023-01-15 00:38:00,2023-01-15,0,Sunday,Night (0-6),6.08,3.4581,Weekend,Budget
20200,6197,38801,Chicago,6.74,15.04,Completed,Card,2023-01-15 00:39:00,2023-01-15,0,Sunday,Night (0-6),20.22,2.2315,Weekend,Standard
20201,5695,13450,Chicago,3.09,6.43,Completed,Cash,2023-01-15 00:40:00,2023-01-15,0,Sunday,Night (0-6),9.27,2.0809,Weekend,Budget
20202,7768,54166,Seattle,0.89,2.91,Completed,Card,2023-01-15 00:41:00,2023-01-15,0,Sunday,Night (0-6),2.67,3.2697,Weekend,Budget
20203,4683,21123,Chicago,11.85,32.36,Completed,Wallet,2023-01-15 00:42:00,2023-01-15,0,Sunday,Night (0-6),35.55,2.7308,Weekend,Premium
20204,2961,74547,Boston,9.48,20.22,Completed,Wallet,2023-01-15 00:43:00,2023-01-15,0,Sunday,Night (0-6),28.43,2.1329,Weekend,Premium
20205,1937,38122,Seattle,8.57,21.89,Completed,Card,2023-01-15 00:44:00,2023-01-15,0,Sunday,Night (0-6),25.72,2.5543,Weekend,Premium
20206,8595,35369,New York,5.39,16.27,Completed,Card,2023-01-15 00:45:00,2023-01-15,0,Sunday,Night (0-6),16.17,3.0186,Weekend,Standard
20207,1424,66915,Chicago,7.32,19.79,Completed,Card,2023-01-15 00:46:00,2023-01-15,0,Sunday,Night (0-6),21.97,2.7036,Weekend,Premium
20208,4051,26354,Chicago,5.72,16.0,Completed,Cash,2023-01-15 00:47:00,2023-01-15,0,Sunday,Night (0-6),17.17,2.7972,Weekend,Standard
20209,3905,33641,Boston,5.18,10.43,Completed,Wallet,2023-01-15 00:48:00,2023-01-15,0,Sunday,Night (0-6),15.53,2.0135,Weekend,Budget
20210,3694,81266,San Francisco,2.64,7.13,Completed,Card,2023-01-15 00:49:00,2023-01-15,0,Sunday,Night (0-6),7.92,2.7008,Weekend,Budget
20211,4595,54356,Seattle,4.23,9.42,Completed,Wallet,2023-01-15 00:50:00,2023-01-15,0,Sunday,Night (0-6),12.68,2.227,Weekend,Budget
20212,2267,82975,Los Angeles,5.77,15.13,Completed,Card,2023-01-15 00:51:00,2023-01-15,0,Sunday,Night (0-6),17.32,2.6222,Weekend,Standard
20213,1421,77658,Los Angeles,11.51,21.47,Completed,Wallet,2023-01-15 00:52:00,2023-01-15,0,Sunday,Night (0-6),34.53,1.8653,Weekend,Premium
